,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol
3033,"Array Technologies, Inc.",18.3,Low ESG Risk,Semiconductors,NAS,ARRY
2321,Gateway Real Estate AG,18.3,Low ESG Risk,Real Estate,ETR,GTY
1914,"Astellas Pharma, Inc.",18.3,Low ESG Risk,Pharmaceuticals,TKS,4503
2307,"Forestar Group, Inc.",18.3,Low ESG Risk,Real Estate,NYS,FOR
982,"Greif, Inc.",18.3,Low ESG Risk,Containers & Packaging,NYS,GEF
1565,"eHealth, Inc.",18.3,Low ESG Risk,Insurance,NAS,EHTH
1372,"Asahi Intecc Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,7747
1676,"TPI Composites, Inc.",18.3,Low ESG Risk,Machinery,NAS,TPIC
2490,NetSTREIT Corp.,18.3,Low ESG Risk,Real Estate,NYS,NTST
2860,"J. FRONT RETAILING Co., Ltd.",18.3,Low ESG Risk,Retailing,TKS,3086
990,Packaging Corporation of America,18.3,Low ESG Risk,Containers & Packaging,NYS,PKG
425,Owens Corning,18.3,Low ESG Risk,Building Products,NYS,OC
1477,"Suzuken Co., Ltd.",18.3,Low ESG Risk,Healthcare,TKS,9987
2155,"ARMOUR Residential REIT, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ARR
1774,IMAX Corp.,18.3,Low ESG Risk,Media,NYS,IMAX
3330,"NEXON Co., Ltd.",18.3,Low ESG Risk,Software & Services,TKS,3659
1071,"Daiwa Securities Group, Inc.",18.3,Low ESG Risk,Diversified Financials,TKS,8601
3833,Deutsche Telekom AG,18.3,Low ESG Risk,Telecommunication Services,ETR,DTE
3837,IHS Holding Ltd.,18.3,Low ESG Risk,Telecommunication Services,NYS,IHS
2394,Invincible Investment Corp.,18.3,Low ESG Risk,Real Estate,TKS,8963
424,LIXIL Corp.,18.3,Low ESG Risk,Building Products,TKS,5938
1138,NB Private Equity Partners Ltd.,18.3,Low ESG Risk,Diversified Financials,LON,NBPE
919,TAL Education Group,18.3,Low ESG Risk,Consumer Services,NYS,TAL
3163,"Bushiroad, Inc.",18.3,Low ESG Risk,Software & Services,TKS,7803
3350,PagSeguro Digital Ltd.,18.3,Low ESG Risk,Software & Services,NYS,PAGS
3880,"Allbirds, Inc.",18.3,Low ESG Risk,Textiles & Apparel,NAS,BIRD
1411,"Fulgent Genetics, Inc.",18.3,Low ESG Risk,Healthcare,NAS,FLGT
3004,"Warby Parker, Inc.",18.4,Low ESG Risk,Retailing,NYS,WRBY
634,"Progyny, Inc.",18.4,Low ESG Risk,Commercial Services,NAS,PGNY
1253,Petrofac Ltd.,18.4,Low ESG Risk,Energy Services,LON,PFC
659,Serco Group Plc,18.4,Low ESG Risk,Commercial Services,LON,SRP
931,"Universal Technical Institute, Inc.",18.4,Low ESG Risk,Consumer Services,NYS,UTI
4309,Brookfield Renewable Corp.,18.4,Low ESG Risk,Utilities,NYS,BEPC
2477,Mitsubishi Estate Logistics REIT Investment Corp.,18.4,Low ESG Risk,Real Estate,TKS,3481
3140,Auction Technology Group Plc,18.4,Low ESG Risk,Software & Services,LON,ATG
3204,"DoubleVerify Holdings, Inc.",18.4,Low ESG Risk,Software & Services,NYS,DV
3011,Winmark Corp.,18.4,Low ESG Risk,Retailing,NAS,WINA
1327,"Mitsubishi Shokuhin Co., Ltd.",18.4,Low ESG Risk,Food Retailers,TKS,7451
2325,Getty Realty Corp.,18.4,Low ESG Risk,Real Estate,NYS,GTY
1531,Henkel AG & Co. KGaA,18.4,Low ESG Risk,Household Products,ETR,HEN3
3426,"Tyler Technologies, Inc.",18.4,Low ESG Risk,Software & Services,NYS,TYL
1149,"PROG Holdings, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,PRG
1695,"Advantage Solutions, Inc. (California)",18.4,Low ESG Risk,Media,NAS,ADV
1046,"BlackRock, Inc.",18.4,Low ESG Risk,Diversified Financials,NYS,BLK
3327,"NetScout Systems, Inc.",18.4,Low ESG Risk,Software & Services,NAS,NTCT
1437,Medipal Holdings Corp.,18.4,Low ESG Risk,Healthcare,TKS,7459
432,Volution Group Plc,18.4,Low ESG Risk,Building Products,LON,FAN
1455,"Patterson Cos., Inc.",18.4,Low ESG Risk,Healthcare,NAS,PDCO
3337,NTT DATA Group Corp.,18.4,Low ESG Risk,Software & Services,TKS,9613
430,Tyman Plc,18.4,Low ESG Risk,Building Products,LON,TYMN
3354,"Paycom Software, Inc.",18.4,Low ESG Risk,Software & Services,NYS,PAYC
3247,"GoDaddy, Inc.",18.4,Low ESG Risk,Software & Services,NYS,GDDY
3083,"Rambus, Inc.",18.5,Low ESG Risk,Semiconductors,NAS,RMBS
1968,"Pacific Biosciences of California, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NAS,PACB
443,Croda International Plc,18.5,Low ESG Risk,Chemicals,LON,CRDA
4037,McGrath RentCorp,18.5,Low ESG Risk,Traders & Distributors,NAS,MGRC
4027,"DNOW, Inc.",18.5,Low ESG Risk,Traders & Distributors,NYS,DNOW
621,"MSA Safety, Inc.",18.5,Low ESG Risk,Commercial Services,NYS,MSA
2570,Ready Capital Corp.,18.5,Low ESG Risk,Real Estate,NYS,RC
3799,Tt Electronics Plc,18.5,Low ESG Risk,Technology Hardware,LON,TTG
1125,M&G Plc,18.5,Low ESG Risk,Diversified Financials,LON,MNG
476,"Toray Industries, Inc.",18.5,Low ESG Risk,Chemicals,TKS,3402
1935,"Elanco Animal Health, Inc.",18.5,Low ESG Risk,Pharmaceuticals,NYS,ELAN
1139,Ninety One Plc,18.5,Low ESG Risk,Diversified Financials,LON,N91
4335,"Essential Utilities, Inc.",18.5,Low ESG Risk,Utilities,NYS,WTRG
3432,"Upwork, Inc.",18.5,Low ESG Risk,Software & Services,NAS,UPWK
106,"The Yokohama Rubber Co., Ltd.",18.5,Low ESG Risk,Auto Components,TKS,5101
849,Compass Group Plc,18.5,Low ESG Risk,Consumer Services,LON,CPG
3276,"KBR, Inc.",18.5,Low ESG Risk,Software & Services,NYS,KBR
1361,Addus HomeCare Corp.,18.5,Low ESG Risk,Healthcare,NAS,ADUS
777,"Purple Innovation, Inc.",18.5,Low ESG Risk,Consumer Durables,NAS,PRPL
3363,"PowerSchool Holdings, Inc.",18.5,Low ESG Risk,Software & Services,NYS,PWSC
365,"Resona Holdings, Inc.",18.5,Low ESG Risk,Banks,TKS,8308
644,"Republic Services, Inc.",18.5,Low ESG Risk,Commercial Services,NYS,RSG
3369,"PTC, Inc.",18.5,Low ESG Risk,Software & Services,NAS,PTC
1366,"Align Technology, Inc.",18.6,Low ESG Risk,Healthcare,NAS,ALGN
700,CRH Plc,18.6,Low ESG Risk,Construction Materials,NYS,CRH
1151,Rathbones Group Plc,18.6,Low ESG Risk,Diversified Financials,LON,RAT
1596,"Prudential Financial, Inc.",18.6,Low ESG Risk,Insurance,NYS,PRU
2327,Global One Real Estate Investment Corp.,18.6,Low ESG Risk,Real Estate,TKS,8958
2602,"Sankei Real Estate, Inc.",18.6,Low ESG Risk,Real Estate,TKS,2972
1731,"Cinemark Holdings, Inc.",18.6,Low ESG Risk,Media,NYS,CNK
2630,"SOSiLA Logistics REIT, Inc.",18.6,Low ESG Risk,Real Estate,TKS,2979
1579,Lincoln National Corp.,18.6,Low ESG Risk,Insurance,NYS,LNC
3628,Hamamatsu Photonics KK,18.6,Low ESG Risk,Technology Hardware,TKS,6965
2912,Next Plc,18.6,Low ESG Risk,Retailing,LON,NXT
1590,Phoenix Group Holdings Plc,18.6,Low ESG Risk,Insurance,LON,PHNX
2522,"OUTFRONT Media, Inc.",18.6,Low ESG Risk,Real Estate,NYS,OUT
1788,Liberty Broadband Corp.,18.6,Low ESG Risk,Media,NAS,LBRDK
2444,Life Science Reit Plc,18.6,Low ESG Risk,Real Estate,LON,LABS
2245,"CTO Realty Growth, Inc.",18.6,Low ESG Risk,Real Estate,NYS,CTO
1100,"Intercontinental Exchange, Inc.",18.6,Low ESG Risk,Diversified Financials,NYS,ICE
3068,"Micron Technology, Inc.",18.6,Low ESG Risk,Semiconductors,NAS,MU
649,"Rollins, Inc.",18.6,Low ESG Risk,Commercial Services,NYS,ROL
1662,Otis Worldwide Corp.,18.6,Low ESG Risk,Machinery,NYS,OTIS
2386,"Innovative Industrial Properties, Inc.",18.6,Low ESG Risk,Real Estate,NYS,IIPR
3887,ASICS Corp.,18.7,Low ESG Risk,Textiles & Apparel,TKS,7936
1082,FinVolution Group,18.7,Low ESG Risk,Diversified Financials,NYS,FINV
3366,Progress Software Corp.,18.7,Low ESG Risk,Software & Services,NAS,PRGS
1396,CVS Health Corp.,18.7,Low ESG Risk,Healthcare,NYS,CVS
446,Evonik Industries AG,18.7,Low ESG Risk,Chemicals,ETR,EVK
2750,"AOYAMA TRADING Co., Ltd.",18.7,Low ESG Risk,Retailing,TKS,8219
3271,"Jack Henry & Associates, Inc.",18.7,Low ESG Risk,Software & Services,NAS,JKHY
1029,"Ameriprise Financial, Inc.",18.7,Low ESG Risk,Diversified Financials,NYS,AMP
991,"Pactiv Evergreen, Inc.",18.7,Low ESG Risk,Containers & Packaging,NAS,PTVE
1423,"ICU Medical, Inc.",18.7,Low ESG Risk,Healthcare,NAS,ICUI
3046,"Entegris, Inc.",18.7,Low ESG Risk,Semiconductors,NAS,ENTG
3525,"Aiphone Co., Ltd.",18.7,Low ESG Risk,Technology Hardware,TKS,6718
4103,"Kawasaki Kisen Kaisha, Ltd.",18.7,Low ESG Risk,Transportation,TKS,9107
4302,"American Water Works Co., Inc.",18.7,Low ESG Risk,Utilities,NYS,AWK
1716,Bowlero Corp.,18.7,Low ESG Risk,Media,NYS,BOWL
3959,"NIKE, Inc.",18.7,Low ESG Risk,Textiles & Apparel,NYS,NKE
1207,FDK Corp.,18.7,Low ESG Risk,Electrical Equipment,TKS,6955
1636,Daimler Truck Holding AG,18.7,Low ESG Risk,Machinery,ETR,DTG
1974,"Quantum-Si, Inc.",18.7,Low ESG Risk,Pharmaceuticals,NAS,QSI
453,Johnson Matthey Plc,18.8,Low ESG Risk,Chemicals,LON,JMAT
3304,"Mitek Systems, Inc.",18.8,Low ESG Risk,Software & Services,NAS,MITK
2743,"Adastria Co., Ltd.",18.8,Low ESG Risk,Retailing,TKS,2685
2487,"National Health Investors, Inc.",18.8,Low ESG Risk,Real Estate,NYS,NHI
2807,"Dollar Tree, Inc.",18.8,Low ESG Risk,Retailing,NAS,DLTR
2473,MIRAI Corp.,18.8,Low ESG Risk,Real Estate,TKS,3476
3367,"PROS Holdings, Inc.",18.8,Low ESG Risk,Software & Services,NYS,PRO
4162,"United Parcel Service, Inc.",18.8,Low ESG Risk,Transportation,NYS,UPS
1075,DWS Group GmbH & Co. KGaA,18.8,Low ESG Risk,Diversified Financials,ETR,DWS
3889,Bijou Brigitte modische Accessoires AG,18.8,Low ESG Risk,Textiles & Apparel,ETR,BIJ
4338,Exelon Corp.,18.8,Low ESG Risk,Utilities,NAS,EXC
2514,"One REIT, Inc.",18.8,Low ESG Risk,Real Estate,TKS,3290
572,"FTI Consulting, Inc.",18.8,Low ESG Risk,Commercial Services,NYS,FCN
3272,Jamf Holding Corp.,18.8,Low ESG Risk,Software & Services,NAS,JAMF
3863,"Verizon Communications, Inc.",18.8,Low ESG Risk,Telecommunication Services,NYS,VZ
3622,Gilat Satellite Networks Ltd.,18.8,Low ESG Risk,Technology Hardware,NAS,GILT
1517,MJ Gleeson Plc,18.8,Low ESG Risk,Homebuilders,LON,GLE
78,"Nifco, Inc.",18.8,Low ESG Risk,Auto Components,TKS,7988
2366,"Hoshino Resorts REIT, Inc.",18.8,Low ESG Risk,Real Estate,TKS,3287
3421,"Toast, Inc.",18.8,Low ESG Risk,Software & Services,NYS,TOST
1035,Ares Management Corp.,18.8,Low ESG Risk,Diversified Financials,NYS,ARES
687,"Waste Management, Inc.",18.8,Low ESG Risk,Commercial Services,NYS,WM
456,Lanxess AG,18.8,Low ESG Risk,Chemicals,ETR,LXS
1634,"Cummins, Inc.",18.8,Low ESG Risk,Machinery,NYS,CMI
3416,"The Hackett Group, Inc.",18.8,Low ESG Risk,Software & Services,NAS,HCKT
4358,NextEnergy Solar Fund Ltd.,18.8,Low ESG Risk,Utilities,LON,NESF
2535,Peakstone Realty Trust,18.8,Low ESG Risk,Real Estate,NYS,PKST
1148,Plus500 Ltd.,18.8,Low ESG Risk,Diversified Financials,LON,PLUS
1749,"Digital Holdings, Inc.",18.8,Low ESG Risk,Media,TKS,2389
3205,"Dropbox, Inc.",18.8,Low ESG Risk,Software & Services,NAS,DBX
4003,"Wolverine World Wide, Inc.",18.9,Low ESG Risk,Textiles & Apparel,NYS,WWW
3802,"ViaSat, Inc.",18.9,Low ESG Risk,Technology Hardware,NAS,VSAT
419,"Interface, Inc.",18.9,Low ESG Risk,Building Products,NAS,TILE
3548,"Belden, Inc.",18.9,Low ESG Risk,Technology Hardware,NYS,BDC
1213,"Hubbell, Inc.",18.9,Low ESG Risk,Electrical Equipment,NYS,HUBB
3519,"ADTRAN Holdings, Inc.",18.9,Low ESG Risk,Technology Hardware,NAS,ADTN
1599,"Reinsurance Group of America, Inc.",18.9,Low ESG Risk,Insurance,NYS,RGA
3041,Broadcom Inc.,18.9,Low ESG Risk,Semiconductors,NAS,AVGO
1152,Regional Management Corp.,18.9,Low ESG Risk,Diversified Financials,NYS,RM
2997,"Urban Outfitters, Inc.",18.9,Low ESG Risk,Retailing,NAS,URBN
1310,HelloFresh SE,18.9,Low ESG Risk,Food Retailers,ETR,HFG
1219,Nitto Kogyo Corp.,18.9,Low ESG Risk,Electrical Equipment,TKS,6651
3398,"Square Enix Holdings Co., Ltd.",18.9,Low ESG Risk,Software & Services,TKS,9684
804,Ultimate Products PLC,18.9,Low ESG Risk,Consumer Durables,LON,ULTP
1375,"Avanos Medical, Inc.",18.9,Low ESG Risk,Healthcare,NYS,AVNS
881,"Laureate Education, Inc.",18.9,Low ESG Risk,Consumer Services,NAS,LAUR
737,"Energizer Holdings, Inc.",18.9,Low ESG Risk,Consumer Durables,NYS,ENR
2954,"Shoe Carnival, Inc.",18.9,Low ESG Risk,Retailing,NAS,SCVL
1952,"Ironwood Pharmaceuticals, Inc.",18.9,Low ESG Risk,Pharmaceuticals,NAS,IRWD
1756,Entravision Communications Corp.,18.9,Low ESG Risk,Media,NYS,EVC
1910,Adaptive Biotechnologies Corp.,18.9,Low ESG Risk,Pharmaceuticals,NAS,ADPT
2960,"Sonic Automotive, Inc.",18.9,Low ESG Risk,Retailing,NYS,SAH
2520,"Orion Office REIT, Inc.",19.0,Low ESG Risk,Real Estate,NYS,ONL
2261,"DigitalBridge Group, Inc.",19.0,Low ESG Risk,Real Estate,NYS,DBRG
3169,"Capcom Co., Ltd.",19.0,Low ESG Risk,Software & Services,TKS,9697
743,"GoPro, Inc.",19.0,Low ESG Risk,Consumer Durables,NAS,GPRO
3433,"Verint Systems, Inc.",19.0,Low ESG Risk,Software & Services,NAS,VRNT
1422,"Humana, Inc.",19.0,Low ESG Risk,Healthcare,NYS,HUM
548,"Cargurus, Inc.",19.0,Low ESG Risk,Commercial Services,NAS,CARG
3320,Nemetschek SE,19.0,Low ESG Risk,Software & Services,ETR,NEM
4167,ZIM Integrated Shipping Services Ltd.,19.0,Low ESG Risk,Transportation,NYS,ZIM
4154,Star Bulk Carriers Corp.,19.0,Low ESG Risk,Transportation,NAS,SBLK
1709,"Avex, Inc.",19.0,Low ESG Risk,Media,TKS,7860
1446,NEXUS AG,19.0,Low ESG Risk,Healthcare,ETR,NXU
477,Tronox Holdings Plc,19.0,Low ESG Risk,Chemicals,NYS,TROX
1170,The Bank of New York Mellon Corp.,19.0,Low ESG Risk,Diversified Financials,NYS,BK
3069,"Monolithic Power Systems, Inc.",19.0,Low ESG Risk,Semiconductors,NAS,MPWR
3002,VOXX International Corp.,19.0,Low ESG Risk,Retailing,NAS,VOXX
1950,"Illumina, Inc.",19.0,Low ESG Risk,Pharmaceuticals,NAS,ILMN
3349,"PagerDuty, Inc.",19.0,Low ESG Risk,Software & Services,NYS,PD
3528,Amphenol Corp.,19.0,Low ESG Risk,Technology Hardware,NYS,APH
4102,James Fisher & Sons Plc,19.0,Low ESG Risk,Transportation,LON,FSJ
4041,"MSC Industrial Direct Co., Inc.",19.0,Low ESG Risk,Traders & Distributors,NYS,MSM
3100,Tri Chemical Laboratories Inc.,19.0,Low ESG Risk,Semiconductors,TKS,4369
4086,FedEx Corp.,19.0,Low ESG Risk,Transportation,NYS,FDX
3109,"Yamaichi Electronics Co., Ltd.",19.0,Low ESG Risk,Semiconductors,TKS,6941
2961,"Sportsman's Warehouse Holdings, Inc.",19.1,Low ESG Risk,Retailing,NAS,SPWH
3283,KONAMI Group Corp.,19.1,Low ESG Risk,Software & Services,TKS,9766
2995,UNITED ARROWS LTD.,19.1,Low ESG Risk,Retailing,TKS,7606
3104,"Veeco Instruments, Inc.",19.1,Low ESG Risk,Semiconductors,NAS,VECO
4040,"MRC Global, Inc.",19.1,Low ESG Risk,Traders & Distributors,NYS,MRC
4114,Marten Transport Ltd.,19.1,Low ESG Risk,Transportation,NAS,MRTN
1208,"Fuji Electric Co., Ltd.",19.1,Low ESG Risk,Electrical Equipment,TKS,6504
4042,"Nagase & Co., Ltd.",19.1,Low ESG Risk,Traders & Distributors,TKS,8012
556,"CRA International, Inc.",19.1,Low ESG Risk,Commercial Services,NAS,CRAI
1412,Glaukos Corp.,19.1,Low ESG Risk,Healthcare,NYS,GKOS
1650,"Kennametal, Inc.",19.1,Low ESG Risk,Machinery,NYS,KMT
574,"Funai Soken Holdings, Inc.",19.1,Low ESG Risk,Commercial Services,TKS,9757
3338,"Nutanix, Inc.",19.1,Low ESG Risk,Software & Services,NAS,NTNX
1865,TV TOKYO Holdings Corp.,19.1,Low ESG Risk,Media,TKS,9413
3552,Cambium Networks Corp.,19.1,Low ESG Risk,Technology Hardware,NAS,CMBM
1507,Henry Boot Plc,19.2,Low ESG Risk,Homebuilders,LON,BOOT
575,"Gartner, Inc.",19.2,Low ESG Risk,Commercial Services,NYS,IT
2768,Big 5 Sporting Goods Corp.,19.2,Low ESG Risk,Retailing,NAS,BGFV
1829,S4 Capital Plc,19.2,Low ESG Risk,Media,LON,SFOR
1110,"Japan Exchange Group, Inc.",19.2,Low ESG Risk,Diversified Financials,TKS,8697
3677,Kyocera Corp.,19.2,Low ESG Risk,Technology Hardware,TKS,6971
3077,NXP Semiconductors NV,19.2,Low ESG Risk,Semiconductors,NAS,NXPI
4045,"Reliance, Inc.",19.2,Low ESG Risk,Traders & Distributors,NYS,RS
3661,Ituran Location & Control Ltd.,19.2,Low ESG Risk,Technology Hardware,NAS,ITRN
1318,"Kato Sangyo Co., Ltd.",19.2,Low ESG Risk,Food Retailers,TKS,9869
2345,"Hankyu Hanshin REIT, Inc.",19.2,Low ESG Risk,Real Estate,TKS,8977
3132,AppLovin Corp.,19.2,Low ESG Risk,Software & Services,NAS,APP
3542,"Aviat Networks, Inc.",19.2,Low ESG Risk,Technology Hardware,NAS,AVNW
2146,Applied Digital Corp.,19.2,Low ESG Risk,Real Estate,NAS,APLD
1304,Dole Plc,19.3,Low ESG Risk,Food Retailers,NYS,DOLE
1315,J Sainsbury Plc,19.3,Low ESG Risk,Food Retailers,LON,SBRY
1250,"Helix Energy Solutions Group, Inc.",19.3,Low ESG Risk,Energy Services,NYS,HLX
4147,"SENKO Group Holdings Co., Ltd.",19.3,Low ESG Risk,Transportation,TKS,9069
1768,"Hakuhodo DY Holdings, Inc.",19.3,Low ESG Risk,Media,TKS,2433
1674,The Weir Group Plc,19.3,Low ESG Risk,Machinery,LON,WEIR
1489,"Vital KSK Holdings, Inc.",19.3,Low ESG Risk,Healthcare,TKS,3151
1508,"Hovnanian Enterprises, Inc.",19.3,Low ESG Risk,Homebuilders,NYS,HOV
1514,"M/I Homes, Inc.",19.3,Low ESG Risk,Homebuilders,NYS,MHO
4110,"Landstar System, Inc.",19.3,Low ESG Risk,Transportation,NAS,LSTR
2668,Tosei Corp.,19.3,Low ESG Risk,Real Estate,TKS,8923
1420,"Hogy Medical Co., Ltd.",19.3,Low ESG Risk,Healthcare,TKS,3593
1655,Kubota Corp.,19.3,Low ESG Risk,Machinery,TKS,6326
1996,"Vertex Pharmaceuticals, Inc.",19.3,Low ESG Risk,Pharmaceuticals,NAS,VRTX
1223,nVent Electric Plc,19.3,Low ESG Risk,Electrical Equipment,NYS,NVT
1673,The Toro Co.,19.3,Low ESG Risk,Machinery,NYS,TTC
1395,"Cross Country Healthcare, Inc.",19.3,Low ESG Risk,Healthcare,NAS,CCRN
3336,NS Solutions Corp.,19.3,Low ESG Risk,Software & Services,TKS,2327
3242,GFT Technologies SE,19.3,Low ESG Risk,Software & Services,ETR,GFT
3576,"Corsair Gaming, Inc.",19.3,Low ESG Risk,Technology Hardware,NAS,CRSR
3305,"Mitsubishi Research Institute, Inc.",19.3,Low ESG Risk,Software & Services,TKS,3636
2896,"Marui Group Co., Ltd.",19.3,Low ESG Risk,Retailing,TKS,8252
1447,Nipro Corp.,19.4,Low ESG Risk,Healthcare,TKS,8086
3377,"Roper Technologies, Inc.",19.4,Low ESG Risk,Software & Services,NAS,ROP
3308,"Money Forward, Inc.",19.4,Low ESG Risk,Software & Services,TKS,3994
3387,"SHIFT, Inc.",19.4,Low ESG Risk,Software & Services,TKS,3697
1243,Baker Hughes Co.,19.4,Low ESG Risk,Energy Services,NAS,BKR
905,Royal Caribbean Group,19.4,Low ESG Risk,Consumer Services,NYS,RCL
1257,SLB NV,19.4,Low ESG Risk,Energy Services,NYS,SLB
3214,EHang Holdings Ltd.,19.4,Low ESG Risk,Software & Services,NAS,EH
1266,Asahi Group Holdings Ltd.,19.4,Low ESG Risk,Food Products,TKS,2502
3235,"Fukui Computer Holdings, Inc.",19.4,Low ESG Risk,Software & Services,TKS,9790
677,TransUnion,19.4,Low ESG Risk,Commercial Services,NYS,TRU
3776,Strix Group Plc,19.4,Low ESG Risk,Technology Hardware,LON,KETL
1457,"PetIQ, Inc.",19.4,Low ESG Risk,Healthcare,NAS,PETQ
2910,"NAFCO Co., Ltd.",19.4,Low ESG Risk,Retailing,TKS,2790
2823,Fielmann Group AG,19.4,Low ESG Risk,Retailing,ETR,FIE
1878,"WOWOW, Inc.",19.4,Low ESG Risk,Media,TKS,4839
566,Enviri Corp.,19.4,Low ESG Risk,Commercial Services,NYS,NVRI
2830,GameStop Corp.,19.4,Low ESG Risk,Retailing,NYS,GME
1862,"Toei Co., Ltd.",19.4,Low ESG Risk,Media,TKS,9605
1627,Albany International Corp.,19.4,Low ESG Risk,Machinery,NYS,AIN
3577,"CPI Card Group, Inc.",19.4,Low ESG Risk,Technology Hardware,NAS,PMTS
1762,"Fuji Media Holdings, Inc.",19.4,Low ESG Risk,Media,TKS,4676
1761,"fuboTV, Inc.",19.4,Low ESG Risk,Media,NYS,FUBO
3566,"Clearfield, Inc.",19.4,Low ESG Risk,Technology Hardware,NAS,CLFD
3697,"MicroVision, Inc.",19.5,Low ESG Risk,Technology Hardware,NAS,MVIS
1873,"Vivid Seats, Inc.",19.5,Low ESG Risk,Media,NAS,SEAT
1776,"INTAGE HOLDINGS, Inc.",19.5,Low ESG Risk,Media,TKS,4326
3777,"Super Micro Computer, Inc.",19.5,Low ESG Risk,Technology Hardware,NAS,SMCI
1694,"Accel Entertainment, Inc.",19.5,Low ESG Risk,Media,NYS,ACEL
1864,TV Asahi Holdings Corp.,19.5,Low ESG Risk,Media,TKS,9409
1462,"Schrödinger, Inc.",19.5,Low ESG Risk,Healthcare,NAS,SDGR
3515,3D Systems Corp.,19.5,Low ESG Risk,Technology Hardware,NYS,DDD
1429,"Intuitive Surgical, Inc.",19.5,Low ESG Risk,Healthcare,NAS,ISRG
114,Visteon Corp.,19.5,Low ESG Risk,Auto Components,NAS,VC
1379,Bausch + Lomb Corp.,19.5,Low ESG Risk,Healthcare,NYS,BLCO
2326,"Global Medical REIT, Inc.",19.5,Low ESG Risk,Real Estate,NYS,GMRE
195,Amalgamated Financial Corp.,19.5,Low ESG Risk,Banks,NAS,AMAL
2378,"Ichigo, Inc.",19.5,Low ESG Risk,Real Estate,TKS,2337
3245,"Global Payments, Inc.",19.5,Low ESG Risk,Software & Services,NYS,GPN
1924,Bruker Corp.,19.5,Low ESG Risk,Pharmaceuticals,NAS,BRKR
1085,"Franklin Resources, Inc.",19.5,Low ESG Risk,Diversified Financials,NYS,BEN
3993,"TSI Holdings Co., Ltd.",19.5,Low ESG Risk,Textiles & Apparel,TKS,3608
861,Flutter Entertainment Plc,19.6,Low ESG Risk,Consumer Services,LON,FLTR
669,"Stagwell, Inc.",19.6,Low ESG Risk,Commercial Services,NAS,STGW
4060,"Yuasa Trading Co., Ltd.",19.6,Low ESG Risk,Traders & Distributors,TKS,8074
2767,"Bic Camera, Inc.",19.6,Low ESG Risk,Retailing,TKS,3048
4032,"Herc Holdings, Inc.",19.6,Low ESG Risk,Traders & Distributors,NYS,HRI
3371,"Qualys, Inc.",19.6,Low ESG Risk,Software & Services,NAS,QLYS
1073,"Donnelley Financial Solutions, Inc.",19.6,Low ESG Risk,Diversified Financials,NYS,DFIN
2352,"Heiwa Real Estate Co., Ltd.",19.6,Low ESG Risk,Real Estate,TKS,8803
3448,"XP, Inc.",19.6,Low ESG Risk,Software & Services,NAS,XP
4026,"Core & Main, Inc.",19.6,Low ESG Risk,Traders & Distributors,NYS,CNM
3078,"Onto Innovation, Inc.",19.6,Low ESG Risk,Semiconductors,NYS,ONTO
3961,On Holding AG,19.6,Low ESG Risk,Textiles & Apparel,NYS,ONON
2850,"HONEYS Holdings Co., Ltd.",19.6,Low ESG Risk,Retailing,TKS,2792
3188,"Coursera, Inc.",19.6,Low ESG Risk,Software & Services,NYS,COUR
3537,AudioCodes Ltd.,19.6,Low ESG Risk,Technology Hardware,NAS,AUDC
1789,Liberty Media Corp.,19.6,Low ESG Risk,Media,NAS,FWONK
2755,ATRenew Inc.,19.6,Low ESG Risk,Retailing,NYS,RERE
80,"Niterra Co., Ltd.",19.6,Low ESG Risk,Auto Components,TKS,5334
444,"Dow, Inc.",19.6,Low ESG Risk,Chemicals,NYS,DOW
2547,"Postal Realty Trust, Inc.",19.6,Low ESG Risk,Real Estate,NYS,PSTL
1745,"Daiichikosho Co., Ltd.",19.6,Low ESG Risk,Media,TKS,7458
4324,Encavis AG,19.6,Low ESG Risk,Utilities,ETR,ECV
1275,"Darling Ingredients, Inc.",19.6,Low ESG Risk,Food Products,NYS,DAR
1025,"Affiliated Managers Group, Inc.",19.6,Low ESG Risk,Diversified Financials,NYS,AMG
3231,Flywire Corp.,19.6,Low ESG Risk,Software & Services,NAS,FLYW
3232,"Forrester Research, Inc.",19.6,Low ESG Risk,Software & Services,NAS,FORR
3420,"TIS, Inc. (Japan)",19.7,Low ESG Risk,Software & Services,TKS,3626
2769,"Big Lots, Inc.",19.7,Low ESG Risk,Retailing,NYS,BIG
3430,Unisys Corp.,19.7,Low ESG Risk,Software & Services,NYS,UIS
2282,ESCON JAPAN REIT Investment Corp.,19.7,Low ESG Risk,Real Estate,TKS,2971
3381,"Samsara, Inc.",19.7,Low ESG Risk,Software & Services,NYS,IOT
2951,"Savers Value Village, Inc.",19.7,Low ESG Risk,Retailing,NYS,SVV
1387,Cerus Corp.,19.7,Low ESG Risk,Healthcare,NAS,CERS
2143,Apartment Investment & Management Co.,19.7,Low ESG Risk,Real Estate,NYS,AIV
1630,Brunswick Corp.,19.7,Low ESG Risk,Machinery,NYS,BC
689,WillScot Mobile Mini Holdings Corp.,19.7,Low ESG Risk,Commercial Services,NAS,WSC
2948,"Ryohin Keikaku Co., Ltd.",19.7,Low ESG Risk,Retailing,TKS,7453
